StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consentChecks,Qage,Qgender,QEnglish,QAlanJones,QB_1,QB_2,QB_3,QB_4,QB_5,QB_6,QB_7,QB_8,QB_9,QB_10,QB_11,QB_12,QB_13,QB_14,QB_15,QBT_First Click,QBT_Last Click,QBT_Page Submit,QBT_Click Count,QC.1,QC.2,QC.3,QC.4,QC.5,QE.1,QE.2,QE.3,QE.4,QE.5,QF.1,QF.2,QF.3,QF.4,QF.5,QH.1,QH.2,QH.3,QH.4,QH.5,QI.1,QI.2,QI.3,QI.4,QI.5,QJ.1,QJ.2,QJ.3,QJ.4,QJ.5,QAC,QD.1,QD.2,QD.3,QD.4,QD.5,QG.1,QG.2,QG.3,QG.4,QG.5,CRT.1_1,CRT.1T_First Click,CRT.1T_Last Click,CRT.1T_Page Submit,CRT.1T_Click Count,CRT.2_1,CRT.2T_First Click,CRT.2T_Last Click,CRT.2T_Page Submit,CRT.2T_Click Count,CRT.3_1,CRT.3T_First Click,CRT.3T_Last Click,CRT.3T_Page Submit,CRT.3T_Click Count,QZ.1,QZ.2,QZ.3,QZ.4,QZ.5,QZ.6,QZ.7,QZ.8,QZ.9,QZ.10,QZ.11,QZ.12,QZ.13,QZ.14,QZ.15,QZ.16,QZ.17,QZ.18,QZ.19,QZ.21,QZ.22,QZ.23,QZ.24,QY.30,QY.31,QY.32,QY.33,QY.34,mTurkId,QX.1,QX.2,QX.3,QX.4,QX.5,QX.6,QX.7,TRUE,randomTrack,passCode,rid,RISN,opp,Q_TotalDuration,V,gc,term,age
13-06-18 16:40,13-06-18 16:45,0,100,356,1,13-06-18 16:45,R_1CyaFRk72OpEtFM,,,,,anonymous,EN,2,35,2,,,0,8,5,13,39,9,13,6,9,9,52,7,12,18,,2.538,33.459,35.078,29,8,11,8,11,11,13,14,14,13,10,10,11,11,10,9,11,14,14,14,8,9,10,9,8,8,14,14,14,10,9,4,22,22,22,28,28,8,10,9,12,9,1.1,4.255,4.158,10.53,2,100,1.207,1.115,11.881,2,48,11.189,16.59,17.138,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213acc-1e6d-4d00-982d-0a03ae64cfc7,,Qual951-2905Retainer4,356,H,1,,35-44
13-06-18 16:40,13-06-18 16:46,0,100,372,1,13-06-18 16:46,R_1DMwPaZmuKgw2CG,,,,,anonymous,EN,2,40,2,,,13,97,37,49,78,61,52,99,90,79,77,55,78,52,,4.682,40.484,41.383,33,12,8,12,12,12,8,10,8,13,12,12,12,12,10,12,12,9,9,9,10,12,9,8,9,12,8,8,8,8,12,4,26,24,24,26,26,10,12,9,12,9,0.1,5.435,5.452,10.676,2,100 minutes,6.843,6.86,11.453,2,24,15.319,15.34,17.547,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213aca-e6d4-4d5a-a396-1a4edf81c8ba,,Qual951-2905Retainer4,372,H,1,,35-44
13-06-18 16:39,13-06-18 16:46,0,100,445,1,13-06-18 16:46,R_6r0GHdFIytcDrLH,,,,,anonymous,EN,2,42,2,,,100,100,100,100,100,100,79,100,100,43,100,100,100,100,,8.477,68.881,69.634,41,11,11,12,11,13,11,11,11,13,12,11,12,14,11,12,14,10,10,14,9,14,14,12,11,13,8,8,8,8,10,4,25,23,23,23,25,8,14,8,14,8,0.1,7.875,7.875,13.092,2,100,12.066,12.09,15.598,2,25,15.506,15.521,18.151,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213a9f-fdcf-4548-8fa8-81909b6b85b5,,Qual951-2905Retainer4,445,H,1,,35-44
13-06-18 16:39,13-06-18 16:47,0,100,461,1,13-06-18 16:47,R_1rw4wK2dUNTWIoX,,,,,anonymous,EN,2,33,2,,,13,5,62,11,46,21,59,38,56,56,41,65,40,67,,9.318,59.089,61.466,37,10,10,9,9,10,9,9,9,8,9,8,9,10,9,8,8,8,9,9,10,9,8,8,9,9,9,10,9,9,9,4,23,22,24,22,24,9,9,11,10,10,23,10.42,10.325,20.754,2,1000,6.104,6.126,29.126,2,24,6.345,6.364,22.492,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213aa1-1051-4aa5-ae67-ec5162fc814c,,Qual951-2905Retainer4,461,H,1,,25-34
13-06-18 16:39,13-06-18 16:47,0,100,445,1,13-06-18 16:47,R_28MKEP1UK1e6lxf,,,,,anonymous,EN,2,25,2,,,100,74,50,48,50,18,50,51,100,100,52,100,59,27,,6.819,74.507,75.144,57,11,11,11,13,13,13,9,11,11,11,11,11,11,11,11,11,11,11,12,11,11,10,9,11,11,9,11,11,11,11,4,25,23,25,25,27,10,13,9,11,9,10,8.773,8.681,13.526,2,20,6.211,6.228,9.251,2,24,8.544,8.559,10.629,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213ab1-5179-4562-b31b-e9f17f2eaed3,,Qual951-2905Retainer4,445,H,1,,25-34
13-06-18 16:40,13-06-18 16:47,0,100,405,1,13-06-18 16:47,R_1He15OR9cRTxaow,,,,,anonymous,EN,2,19,2,,,100,88,51,93,44,100,88,100,100,91,82,75,100,97,,8.378,82.879,83.585,46,10,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,8,8,8,14,4,23,22,22,28,28,8,14,9,13,9,10,24.031,30.32,33.298,5,200,19.68,19.586,22.652,2,24,21.373,21.387,25.342,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213aea-3d23-44ed-8776-3b6ca6c49c19,,Qual951-2905Retainer4,405,H,1,,18-24
13-06-18 16:39,13-06-18 16:47,0,100,457,1,13-06-18 16:47,R_2zOciBGeRAbCjmt,,,,,anonymous,EN,2,47,2,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,21.069,268.051,268.99,40,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,25,25,25,25,25,11,11,11,11,11,0.1,12.767,12.781,16.651,2,50,27.292,27.508,30.32,2,24,22.703,22.719,26.538,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213abd-37b9-4a32-b136-0ff8161e963a,,Qual951-2905Retainer4,457,H,1,,45-54
13-06-18 16:41,13-06-18 16:47,0,100,375,1,13-06-18 16:47,R_2YiaWskUE7VgwXb,,,,,anonymous,EN,2,45,2,,,20,77,54,39,53,78,100,71,100,100,41,22,53,79,,2.575,78.333,79.248,63,10,14,9,10,10,10,11,9,11,9,10,10,10,10,10,11,11,10,10,8,9,10,10,10,10,10,12,10,9,10,4,24,25,25,24,23,10,9,10,10,10,210,1.543,35.038,37.972,6,15,17.465,17.489,23.172,2,24,21.191,21.212,26.135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213b10-4715-4f9f-98eb-235281869d5d,,Qual951-2905Retainer4,375,H,1,,45-54
13-06-18 16:39,13-06-18 16:47,0,100,475,1,13-06-18 16:47,R_3Jt5G44ozZ2oGJN,,,,,anonymous,EN,2,65,1,,,54,34,68,7,67,100,78,90,100,100,95,65,100,97,,1.728,55.732,56.992,68,10,10,10,10,12,10,10,10,12,12,12,10,14,10,8,12,10,9,9,10,12,10,8,10,9,10,11,10,8,12,4,24,22,22,23,23,14,8,8,8,14,0.1,5.347,13.597,14.421,3,Don’t know ,8.8,8.841,26.4,2,24,11.048,11.083,15.106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213ab4-1b59-46a7-b67b-ddf46c34f252,,Qual951-2905Retainer4,475,H,1,,65+
13-06-18 16:39,13-06-18 16:48,0,100,561,1,13-06-18 16:48,R_2UaXYGC8sidfo5K,,,,,anonymous,EN,2,33,2,,,20,18,12,9,21,4,11,6,6,10,9,10,30,10,,1.166,18.083,18.475,44,10,11,10,12,12,11,11,10,11,10,14,10,9,11,9,12,12,12,11,8,10,10,12,9,10,9,10,9,9,11,4,23,26,26,25,24,8,11,11,11,11,Fgg,58.438,58.454,63.266,2,Bb,0.744,1.014,3.033,2,Vghh,0.559,0.935,3.453,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213ab1-7b8b-44d8-b69c-76246ee82035,,Qual951-2905Retainer4,561,H,1,,25-34
13-06-18 16:46,13-06-18 16:49,0,100,183,1,13-06-18 16:49,R_3hsdMp2oNuEuiPO,,,,,anonymous,EN,2,29,1,,,82,62,73,82,84,60,57,61,82,68,75,64,54,64,,4.475,14.928,15.862,24,9,14,12,10,11,11,11,11,13,11,13,13,12,11,12,10,10,9,11,13,11,11,10,11,8,11,11,12,14,11,4,23,25,23,26,23,10,12,8,13,12,50,2.334,17.811,17.885,3,R,0.817,0.843,2.807,2,5,1.174,1.193,3.748,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213c41-2419-443d-aae1-ee1be2bf6d5c,,Qual951-2905Retainer4,183,H,1,,25-34
13-06-18 16:46,13-06-18 16:49,0,100,181,1,13-06-18 16:49,R_3QVuNqCqlXod3XP,,,,,anonymous,EN,2,35,1,,,53,58,47,54,61,55,52,56,47,54,56,55,47,55,,1.116,13.647,13.7,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,11,11,11,11,11,11,11,11,4,28,28,28,28,28,14,14,13,14,14,10,9.187,14.193,14.247,3,50,30.738,31.491,34.076,4,30,0.589,0.604,3.568,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213c65-d53a-4596-9596-396d36a17162,,Qual951-2905Retainer4,181,H,1,,35-44
13-06-18 16:41,13-06-18 16:49,0,100,533,1,13-06-18 16:49,R_C9MH9VwMZOr9hQt,,,,,anonymous,EN,2,33,2,,,0,65,18,59,56,98,43,49,100,100,59,50,81,98,,5.775,48.858,48.908,42,9,10,11,10,10,9,9,9,11,11,9,11,11,9,9,13,10,9,11,11,9,9,8,9,9,9,9,9,9,11,4,24,23,23,23,27,10,11,11,12,10,10,10.924,11.081,24.739,2,100,12.438,19.403,19.447,3,24,14.878,17.854,17.904,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213b05-25e6-4b2b-b60e-ccb3b8371790,,Qual951-2905Retainer4,533,H,1,,25-34
13-06-18 16:47,13-06-18 16:50,0,100,160,1,13-06-18 16:50,R_2vY3kzaOKyxrPI9,,,,,anonymous,EN,2,25,2,,,95,68,36,89,86,61,82,47,88,82,82,69,51,53,,0.503,10.905,11.397,29,9,8,11,10,10,11,11,10,10,12,12,10,11,8,10,9,8,10,9,8,13,9,9,10,9,12,10,10,8,10,4,23,23,24,24,25,8,12,11,13,9,10,8.572,8.614,11.674,2,100,9.771,13.222,13.252,5,24,17.417,17.44,19.343,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213c8a-d324-496a-a6b9-34029356f762,,Qual951-2905Retainer4,160,H,1,,25-34
13-06-18 16:43,13-06-18 16:50,0,100,397,1,13-06-18 16:50,R_NUsrNLTNqqWGxMJ,,,,,anonymous,EN,2,50,1,,,51,11,23,50,51,51,8,50,50,49,21,72,48,50,,15.485,57.708,60.391,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,4,25,27,25,25,25,11,11,11,11,11,10,12.668,12.668,17.55,1,500,25.676,25.676,39.544,1,24,1.825,1.825,16.769,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213b9f-a891-49ca-a3c5-81ff904d94f4,,Qual951-2905Retainer4,397,H,1,,45-54
13-06-18 16:46,13-06-18 16:50,0,100,229,1,13-06-18 16:50,R_31GeNW1FeOO4wNp,,,,,anonymous,EN,2,55,2,,,65,55,39,56,61,50,47,35,61,52,67,64,58,58,,1.799,49.364,50.607,53,14,11,11,11,14,11,14,14,14,14,11,14,11,11,14,11,14,14,11,11,14,14,14,14,11,11,11,11,14,11,4,25,25,25,25,25,11,11,11,11,11,0,2.044,2.335,5.914,2,0,0.915,1.468,4.479,2,0,0.589,0.995,3.839,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213c48-fb06-45b4-807f-814b3a9579f5,,Qual951-2905Retainer4,229,H,1,,55-64
13-06-18 16:43,13-06-18 16:50,0,100,432,1,13-06-18 16:50,R_3dKrruodmK8KlkC,,,,,anonymous,EN,2,21,2,,,78,100,2,46,100,19,11,2,4,100,41,51,99,8,,0.407,38.525,42.457,34,10,11,8,14,11,10,14,8,14,12,10,12,11,10,11,14,8,11,11,11,14,14,8,12,14,8,8,8,8,8,4,28,28,24,23,22,12,10,11,11,14,10,9.438,9.438,14.438,2,100,13.941,13.941,27.97,2,24,13.179,13.179,16.271,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213b80-b000-4d31-9fef-5dad000eff0e,,Qual951-2905Retainer4,432,H,1,,18-24
13-06-18 16:41,13-06-18 16:50,0,100,520,1,13-06-18 16:50,R_21ggxJW8ILlwLy0,,,,,anonymous,EN,2,31,2,,,47,54,53,57,52,46,46,55,53,55,62,53,57,54,,4.924,15.762,15.807,39,11,10,10,10,11,10,10,10,11,10,10,12,11,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,11,10,4,24,24,24,24,24,10,10,11,11,11,0.5,14.729,14.642,18.642,2,50,1.176,3.506,3.551,3,5,0.605,0.743,2.982,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213b1d-fdd5-4934-8eae-e1d1ab49a194,,Qual951-2905Retainer4,520,H,1,,25-34
13-06-18 16:46,13-06-18 16:50,0,100,222,1,13-06-18 16:50,R_39JWTxIMlH7mbHH,,,,,anonymous,EN,2,32,2,,,0,44,33,40,31,100,93,71,61,87,35,53,68,42,,0.812,40.677,40.74,45,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,25,25,25,25,25,11,11,11,11,11,2.1,0.841,0.852,9.372,2,100,10.089,10.099,14.071,2,24,8.076,10.41,10.446,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213c5c-4f23-431b-b199-95172bb8a588,,Qual951-2905Retainer4,222,H,1,,25-34
13-06-18 16:46,13-06-18 16:50,0,100,240,1,13-06-18 16:50,R_We5zcW8AkC4n56h,,,,,anonymous,EN,2,25,2,,,75,82,20,20,69,84,3,91,10,86,85,91,84,78,,1.475,40.646,40.68,59,10,11,10,11,10,11,10,10,11,10,10,11,10,10,9,10,11,10,11,10,10,10,10,11,11,11,10,10,10,9,4,24,26,23,24,24,9,11,11,11,11,0.1,1.157,1.169,10.976,2,25,1.097,1.107,21.164,2,24,1.241,1.251,16.802,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213c4e-88d5-4f31-9a17-d58e11475fc7,,Qual951-2905Retainer4,240,H,1,,25-34
13-06-18 16:47,13-06-18 16:50,0,100,170,1,13-06-18 16:50,R_3EZiDDvIRc1okOC,,,,,anonymous,EN,2,35,2,,,53,55,63,53,56,46,52,54,54,59,54,55,54,52,,0.612,10.392,10.494,25,10,10,11,11,12,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,12,11,11,11,12,10,12,10,11,4,25,25,25,25,25,11,11,11,11,11,0.1,12.946,12.876,18.366,2,500,10.637,13.232,13.296,3,15,9.354,13.234,13.292,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213c93-7384-4870-adb4-edd113f740db,,Qual951-2905Retainer4,170,H,1,,35-44
13-06-18 16:44,13-06-18 16:50,0,100,380,1,13-06-18 16:50,R_2z75Jl9m4vH2K0X,,,,,anonymous,EN,2,58,2,,,68,62,41,60,59,60,70,3,85,89,32,33,85,68,,3.22,26.47,27.548,21,10,11,11,11,11,9,10,10,11,11,11,11,11,10,9,10,9,10,12,11,10,10,9,10,10,10,10,10,9,11,4,24,22,24,24,28,8,12,10,12,9,10,5.593,5.593,8.102,1,100,1.412,1.412,7.519,1,24,8.357,8.357,12.428,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213bbf-ddd9-405a-831e-4f9ab9d7b212,,Qual951-2905Retainer4,380,H,1,,55-64
13-06-18 16:43,13-06-18 16:50,0,100,430,1,13-06-18 16:50,R_3RfHxvTwELx2A6Z,,,,,anonymous,EN,2,36,2,,,95,100,68,100,13,17,27,1,5,11,54,19,100,72,,3.896,27.584,29.05,14,11,10,11,11,11,8,8,11,13,13,12,11,12,8,10,12,10,9,12,9,12,10,10,12,11,9,10,11,8,10,4,26,27,27,23,24,8,14,8,14,8,0.1,3.779,3.779,10.446,1,20,4.757,4.757,28.284,1,24,3.309,3.309,13.367,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213ba8-5be1-49c3-bf11-19ad0873bcde,,Qual951-2905Retainer4,430,H,1,,35-44
13-06-18 16:46,13-06-18 16:51,0,100,298,1,13-06-18 16:51,R_1GNzzuwuWeBtkuw,,,,,anonymous,EN,2,23,1,,,97,65,56,35,100,51,0,100,46,35,30,42,100,55,,11.084,45.714,47.979,30,11,8,8,10,14,8,8,11,11,14,12,8,12,11,8,10,11,10,8,9,8,8,11,10,10,13,8,8,11,11,4,23,25,22,22,22,11,10,11,11,11,10,5.327,5.606,11.593,2,100,5.424,5.841,11.033,2,24,13.624,14.006,16.884,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213c3d-60d3-4c3f-985c-ac12b4bd8930,,Qual951-2905Retainer4,298,H,1,,18-24
13-06-18 16:46,13-06-18 16:51,0,100,282,1,13-06-18 16:51,R_a5DmDzzAKsJeLWV,,,,,anonymous,EN,2,29,2,,,52,47,32,29,45,57,38,41,65,35,62,52,48,59,,9.112,66.88,68.008,70,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,25,25,25,25,25,11,11,11,11,11,2.1,25.943,25.958,34.189,2,50,29.71,32.723,32.749,3,88,16.327,18.847,18.871,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,none,5b213c57-d770-44fe-a781-7a9d5828aed5,,Qual951-2905Retainer4,282,H,1,,25-34
